idviagem;taxa;datapartida;datachegada;cidade_origem;pais_origem;cidade_destino;pais_destino;nomecondutor;idadecondutor;certificacao;nomebarco;tipobarco;capacidadeteu;sexo;numerocontentares;peso
611;43281,14;12/04/2024;17/04/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Carolina Silva;32;Yachtmaster;SS Mondego 739;petroleiro;0;m;5;85
612;2987,38;22/06/2024;05/07/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Marta Ribeiro;47;Pilotage;SS Minho 331;graneleiro;0;m;7;77
613;5521,95;19/11/2024;20/11/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Inês Pereira;60;Yachtmaster;MV Sagres 183;container;17477;m;10461;115071
614;20807,75;15/02/2025;23/02/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Tiago Nunes;44;STCW A-II/2;MV Atlântico 674;container;4308;h;1536;24576
615;32658,71;10/02/2024;17/02/2024;Génova;Itália;FigueiraDaFoz;Portugal;Maria Gonçalves;26;STCW A-II/2;MV Nereida 953;ro-ro;5154;m;4648;60424
616;32168,71;20/07/2024;22/07/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Sofia Lopes;35;Pilotage;MT Neptuno 842;container;9601;m;3889;70002
617;36474,68;27/04/2024;06/05/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Vítor Jesus;52;Yachtmaster;MV Minho 80;container;17654;h;9031;180620
618;4255,75;20/09/2025;22/09/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Tiago Martins;53;Yachtmaster;SS Argonauta 539;graneleiro;0;h;4;60
619;35049,24;15/12/2024;23/12/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Henrique Carvalho;26;CoC Class 2;MT Íris 720;container;13892;h;8061;88671
620;5135,23;24/09/2024;27/09/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;André Costa;25;Yachtmaster;MT Caravela 547;graneleiro;0;h;8;120
621;23863,78;22/12/2024;08/01/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Joana Fernandes;55;Yachtmaster;MT Neptuno 783;petroleiro;0;m;7;77
622;34932,15;11/02/2025;17/02/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Catarina Martins;52;Yachtmaster;SS Atlântico 785;ro-ro;2424;m;1584;28512
623;16009,36;23/02/2025;26/02/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Joana Lopes;33;CoC Class 2;MV Poseidon 292;graneleiro;0;m;6;108
624;41298,7;25/09/2025;07/10/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Gonçalo Oliveira;58;CoC Class 1;MT Açor 220;container;2323;h;1817;32706
625;22118,28;04/06/2024;16/06/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Luís Carvalho;39;Yachtmaster;SS Lusitania 39;ro-ro;5260;h;4358;65370
626;19187,45;25/12/2024;05/01/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Beatriz Oliveira;56;CoC Class 1;SS Açor 263;petroleiro;0;m;7;77
627;26764,82;27/04/2024;01/05/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Artur Alves;57;Yachtmaster;MV Mondego 812;cargueiro;0;h;3;45
628;3194,14;16/10/2024;21/10/2024;Génova;Itália;FigueiraDaFoz;Portugal;Filipe Pinto;31;STCW A-II/1;MT Poseidon 749;ro-ro;3367;h;1780;17800
629;17648,67;11/07/2024;26/07/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Sofia Santos;44;CoC Class 1;NS Neptuno 953;petroleiro;0;m;3;45
630;1328,81;20/07/2024;07/08/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Vítor Silva;52;Pilotage;MV Minho 537;graneleiro;0;h;9;135
631;42509,83;23/04/2025;04/05/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Daniela Pinto;62;STCW A-II/2;SS Sagres 52;petroleiro;0;m;8;80
632;23246,08;26/01/2025;28/01/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Catarina Pinto;36;Yachtmaster;SS Neptuno 297;container;16345;m;5670;107730
633;12195,85;22/01/2025;08/02/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Pedro Fernandes;29;STCW A-II/1;MV Atlântico 269;graneleiro;0;h;9;135
634;7653,66;09/12/2024;12/12/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Helena Marques;35;Pilotage;SS Gaivota 573;cargueiro;0;m;7;119
635;20376,28;03/06/2024;17/06/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Rita Pinto;51;STCW A-II/2;SS Açor 74;ro-ro;1357;m;619;9904
636;6690,81;18/09/2024;03/10/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Raquel Pinto;54;STCW A-II/1;NS Neptuno 375;container;2669;m;2532;43044
637;41508,66;18/06/2024;23/06/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Bruno Gonçalves;59;Yachtmaster;MT Caravela 359;container;1285;h;779;7790
638;17678,97;03/01/2025;16/01/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Catarina Oliveira;41;CoC Class 2;SS Argonauta 702;container;4307;m;3600;46800
639;28131,86;08/03/2024;13/03/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Rui Pereira;61;Pilotage;SS Sagres 890;container;16348;h;10701;117711
640;15814,33;30/12/2024;18/01/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Bruno Pereira;27;CoC Class 1;NS Nereida 340;graneleiro;0;h;4;80
641;17779,95;19/02/2025;04/03/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Carlos Carvalho;45;Yachtmaster;NS Sagres 712;petroleiro;0;h;9;162
642;28327,73;16/06/2025;28/06/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Bárbara Ribeiro;35;STCW A-II/1;SS Poseidon 291;petroleiro;0;m;9;90
643;22758,14;13/05/2025;14/05/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Maria Lopes;52;Pilotage;MV Atlântico 677;container;16496;m;11365;113650
644;11158,14;20/04/2024;22/04/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Inês Silva;35;CoC Class 1;SS Atlântico 521;graneleiro;0;m;5;95
645;16965,33;23/05/2025;09/06/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Gabriela Teixeira;59;Yachtmaster;SS Argonauta 513;container;2651;m;1798;35960
646;8251,22;13/06/2024;20/06/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Miguel Martins;45;Yachtmaster;MT Gaivota 403;petroleiro;0;h;9;180
647;27608,2;31/05/2025;17/06/2025;Le Havre;França;FigueiraDaFoz;Portugal;Diogo Gonçalves;61;CoC Class 1;SS Tejo 832;petroleiro;0;h;4;44
648;18319,58;04/03/2024;06/03/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Rita Silva;35;Yachtmaster;SS Sagres 350;petroleiro;0;m;7;126
649;39734,98;12/07/2025;24/07/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Rui Alves;45;Yachtmaster;SS Neptuno 247;ro-ro;3929;h;1335;26700
650;34357,04;20/04/2025;25/04/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Paulo Sousa;41;Yachtmaster;NS Sagres 212;petroleiro;0;h;3;42
651;23671,1;11/07/2025;23/07/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Pedro Sousa;30;Pilotage;SS Neptuno 931;ro-ro;982;h;652;8476
652;29847,84;30/10/2024;11/11/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Bruno Ferreira;56;Yachtmaster;MV Caravela 326;ro-ro;4777;h;3511;52665
653;10957,93;15/08/2024;21/08/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Bruno Marques;35;CoC Class 2;NS Tejo 156;petroleiro;0;h;6;96
654;46018;03/08/2024;18/08/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Pedro Costa;51;STCW A-II/1;MT Açor 611;ro-ro;4910;h;2467;39472
655;43413,28;13/05/2025;31/05/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;João Gonçalves;41;STCW A-II/1;SS Gaivota 730;graneleiro;0;h;5;80
656;40522,88;22/03/2024;10/04/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Nuno Nunes;28;CoC Class 2;SS Argonauta 232;cargueiro;0;h;3;51
657;3914,11;11/06/2024;27/06/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Ana Jesus;33;CoC Class 2;SS Argonauta 68;cargueiro;0;m;7;140
658;44761,42;02/12/2024;19/12/2024;Le Havre;França;FigueiraDaFoz;Portugal;Catarina Nunes;57;Pilotage;NS Açor 438;petroleiro;0;m;5;55
659;22967,63;26/05/2024;01/06/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Vítor Alves;27;Pilotage;NS Poseidon 534;petroleiro;0;h;4;40
660;38367,22;13/01/2024;28/01/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Cláudia Santos;55;STCW A-II/2;NS Poseidon 572;ro-ro;2867;m;2387;47740
661;34934,09;22/01/2024;02/02/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Carlos Sousa;27;CoC Class 2;MT Minho 473;graneleiro;0;h;7;105
662;14659,23;15/11/2024;01/12/2024;Le Havre;França;FigueiraDaFoz;Portugal;Mariana Teixeira;36;STCW A-II/1;SS Íris 850;ro-ro;3852;m;3264;45696
663;10831,9;12/10/2024;27/10/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Gonçalo Pereira;59;STCW A-II/2;SS Atlântico 424;ro-ro;4214;h;1549;26333
664;1701,45;22/04/2024;30/04/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Ana Costa;31;CoC Class 2;SS Íris 93;ro-ro;641;m;234;4680
665;37283,33;05/03/2024;09/03/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Carolina Pereira;49;STCW A-II/1;NS Guadiana 88;container;10264;m;9623;192460
666;38677,22;02/07/2025;15/07/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Helena Teixeira;32;STCW A-II/2;NS Poseidon 787;graneleiro;0;m;6;120
667;42450,15;07/05/2024;16/05/2024;Le Havre;França;FigueiraDaFoz;Portugal;Bárbara Oliveira;25;STCW A-II/2;SS Poseidon 430;cargueiro;0;m;9;135
668;24893,76;12/07/2024;20/07/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Cláudia Sousa;47;Pilotage;MV Sagres 984;cargueiro;0;m;3;57
669;2200,42;18/01/2025;22/01/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Vítor Jesus;54;STCW A-II/1;NS Gaivota 557;graneleiro;0;h;6;72
670;6438,91;15/03/2024;18/03/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Sara Rodrigues;32;Yachtmaster;NS Neptuno 453;graneleiro;0;m;4;76
671;1298,35;06/07/2024;19/07/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Ricardo Carvalho;56;CoC Class 1;SS Poseidon 190;ro-ro;5509;h;4294;77292
672;4766,24;23/03/2024;29/03/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Diogo Santos;40;STCW A-II/2;MT Mondego 943;container;5685;h;3840;49920
673;24434,73;09/01/2025;11/01/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Tiago Marques;40;STCW A-II/2;MT Caravela 990;cargueiro;0;h;5;100
674;20740,79;17/11/2024;19/11/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Maria Ferreira;50;CoC Class 1;MT Atlântico 840;petroleiro;0;m;9;180
675;40370,65;20/04/2024;22/04/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Daniela Ferreira;27;CoC Class 1;SS Lusitania 712;graneleiro;0;m;7;70
676;27900,04;23/09/2025;30/09/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Helena Marques;25;Yachtmaster;SS Poseidon 112;cargueiro;0;m;6;66
677;11516,78;12/03/2025;25/03/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Filipe Teixeira;45;Pilotage;NS Mondego 266;petroleiro;0;h;9;126
678;43479,74;08/11/2024;25/11/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Beatriz Teixeira;47;Yachtmaster;NS Gaivota 828;graneleiro;0;m;7;112
679;4517,01;14/03/2024;24/03/2024;Le Havre;França;FigueiraDaFoz;Portugal;Hugo Rodrigues;60;STCW A-II/1;MV Íris 641;container;2089;h;1424;28480
680;12498,02;08/06/2024;26/06/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Vítor Marques;38;CoC Class 2;MT Guadiana 574;container;7055;h;5678;113560
681;26488,32;22/02/2024;08/03/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Carlos Sousa;46;CoC Class 1;MT Minho 519;container;13841;h;11711;175665
682;20670,84;23/07/2024;31/07/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Ana Pereira;42;Pilotage;MT Atlântico 742;petroleiro;0;m;5;85
683;36364,36;16/10/2024;03/11/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;André Rodrigues;58;CoC Class 1;NS Gaivota 817;petroleiro;0;h;6;90
684;10262,94;14/07/2025;29/07/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Filipe Oliveira;55;Pilotage;MT Íris 803;graneleiro;0;h;4;64
685;30080,8;02/06/2024;20/06/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Gonçalo Sousa;56;Yachtmaster;MV Argonauta 592;petroleiro;0;h;6;84
686;13094,37;27/07/2024;14/08/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Sofia Oliveira;32;CoC Class 1;MT Atlântico 642;container;2937;m;2318;46360
687;7366,57;05/06/2024;16/06/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Artur Teixeira;25;CoC Class 2;MV Minho 723;cargueiro;0;h;8;80
688;39657,69;16/05/2024;18/05/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Luís Marques;28;STCW A-II/1;SS Guadiana 463;graneleiro;0;h;5;100
689;48239,84;20/05/2024;08/06/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Gonçalo Sousa;30;STCW A-II/2;MT Poseidon 797;container;16427;h;7623;152460
690;25196,89;24/02/2025;13/03/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Manuel Ribeiro;47;STCW A-II/1;SS Argonauta 349;graneleiro;0;h;9;99
691;35939,26;23/09/2025;03/10/2025;Génova;Itália;FigueiraDaFoz;Portugal;Raquel Oliveira;47;STCW A-II/1;SS Argonauta 742;ro-ro;3896;m;3648;36480
692;47587,86;13/01/2024;18/01/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Rita Ribeiro;57;STCW A-II/1;MT Poseidon 704;container;1022;m;547;7658
693;39309,37;06/03/2025;15/03/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Bruno Lopes;45;STCW A-II/1;MT Nereida 592;container;16711;h;9380;187600
694;18642,47;13/10/2025;18/10/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Bruno Rodrigues;41;STCW A-II/2;MT Mondego 792;petroleiro;0;h;4;40
695;43425,19;30/10/2024;06/11/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Luís Oliveira;52;STCW A-II/2;MV Nereida 982;petroleiro;0;h;4;72
696;19120,85;20/12/2024;04/01/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Carlos Carvalho;42;CoC Class 1;MT Tejo 145;ro-ro;326;h;141;1833
697;28051,4;30/03/2025;08/04/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;André Ferreira;37;CoC Class 1;MT Íris 52;ro-ro;2357;h;1059;18003
698;19186,92;09/04/2024;11/04/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Filipe Santos;40;STCW A-II/1;MV Atlântida 437;graneleiro;0;h;8;112
699;11571,29;14/06/2024;25/06/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Vítor Pinto;46;Pilotage;MT Minho 341;graneleiro;0;h;6;60
700;46609,56;12/09/2025;25/09/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Manuel Pinto;58;STCW A-II/2;NS Lusitania 467;container;18635;h;14664;205296
701;48755;30/09/2024;03/10/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Gabriela Martins;52;STCW A-II/2;MT Guadiana 402;cargueiro;0;m;4;64
702;5181,73;28/05/2024;05/06/2024;Le Havre;França;FigueiraDaFoz;Portugal;Raquel Lopes;25;CoC Class 2;MV Gaivota 116;container;9047;m;8339;108407
703;3846,51;22/08/2024;25/08/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Cláudia Costa;37;CoC Class 1;SS Lusitania 416;petroleiro;0;m;3;36
704;12852,56;27/04/2024;07/05/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Daniela Ferreira;34;CoC Class 1;NS Atlântico 605;ro-ro;4753;m;1988;39760
705;35759,77;11/04/2024;13/04/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Vítor Martins;46;Yachtmaster;NS Atlântico 68;cargueiro;0;h;5;65
706;20810,2;01/02/2025;11/02/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Artur Marques;59;CoC Class 2;MT Açor 178;ro-ro;486;h;185;1850
707;36517,97;17/01/2024;29/01/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Inês Pinto;48;Yachtmaster;MT Lusitania 842;graneleiro;0;m;9;144
708;38353,14;12/02/2025;16/02/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Hugo Alves;50;STCW A-II/1;MV Atlântico 336;ro-ro;2377;h;1523;27414
709;7444,4;28/04/2024;14/05/2024;Génova;Itália;FigueiraDaFoz;Portugal;Rui Rodrigues;41;STCW A-II/2;MV Sagres 677;ro-ro;2251;h;1592;15920
710;6890,15;16/05/2025;26/05/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Daniela Sousa;54;CoC Class 2;NS Argonauta 211;ro-ro;2892;m;1312;17056
711;17272,87;13/05/2024;20/05/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Bárbara Sousa;56;CoC Class 2;MV Nereida 627;petroleiro;0;m;9;135
712;1066,33;02/02/2024;09/02/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Beatriz Sousa;36;STCW A-II/1;MV Nereida 721;petroleiro;0;m;9;153
713;48735,53;08/07/2025;12/07/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Inês Sousa;37;STCW A-II/1;NS Atlântico 641;cargueiro;0;m;6;120
714;45029,47;14/09/2025;03/10/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Rita Alves;33;CoC Class 2;SS Caravela 487;ro-ro;2307;m;848;16960
715;8464,06;12/08/2024;20/08/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Henrique Alves;46;CoC Class 1;SS Minho 894;graneleiro;0;h;9;117
716;46931,54;07/09/2025;10/09/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;João Ferreira;53;Pilotage;SS Gaivota 674;container;9180;h;6221;74652
717;3926,11;13/08/2024;26/08/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Rui Oliveira;39;Pilotage;NS Neptuno 639;graneleiro;0;h;4;76
718;49520,24;05/08/2024;09/08/2024;Le Havre;França;FigueiraDaFoz;Portugal;Helena Marques;50;Yachtmaster;NS Guadiana 232;graneleiro;0;m;5;55
719;32896,91;22/09/2025;27/09/2025;Le Havre;França;FigueiraDaFoz;Portugal;Catarina Silva;56;Yachtmaster;SS Tejo 421;graneleiro;0;m;7;84
720;4704,65;26/11/2024;11/12/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Maria Santos;56;Yachtmaster;MT Lusitania 595;graneleiro;0;m;3;33
721;10595,82;20/08/2024;06/09/2024;Génova;Itália;FigueiraDaFoz;Portugal;Pedro Ribeiro;50;CoC Class 1;MV Atlântida 252;graneleiro;0;h;9;180
722;40745,06;27/12/2024;06/01/2025;Génova;Itália;FigueiraDaFoz;Portugal;Henrique Pinto;43;CoC Class 1;MV Mondego 548;ro-ro;560;h;379;4548
723;32498,13;25/12/2024;29/12/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Cláudia Ribeiro;55;CoC Class 2;MT Neptuno 362;ro-ro;3583;m;1465;16115
724;36524,08;18/02/2024;04/03/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Carolina Santos;62;Pilotage;MT Tejo 63;ro-ro;315;m;161;1610
725;35678,35;22/07/2025;06/08/2025;Génova;Itália;FigueiraDaFoz;Portugal;Artur Santos;55;Pilotage;MV Minho 497;petroleiro;0;h;5;50
726;25368,31;29/08/2024;15/09/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Gonçalo Ferreira;29;CoC Class 1;SS Tejo 282;petroleiro;0;h;5;75
727;15793,92;26/12/2024;06/01/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Tiago Teixeira;57;STCW A-II/2;SS Íris 379;ro-ro;3093;h;1923;34614
728;40541,31;15/01/2024;29/01/2024;Le Havre;França;FigueiraDaFoz;Portugal;Sara Nunes;29;STCW A-II/2;MV Mondego 87;ro-ro;3745;m;3136;59584
729;9835,09;28/07/2024;11/08/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Filipe Marques;34;CoC Class 2;NS Caravela 216;cargueiro;0;h;3;42
730;22831,54;10/08/2024;13/08/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Maria Jesus;54;STCW A-II/1;SS Íris 409;container;6137;m;5309;95562
731;7712,95;03/03/2025;16/03/2025;Génova;Itália;FigueiraDaFoz;Portugal;Gabriela Carvalho;57;STCW A-II/2;NS Gaivota 269;graneleiro;0;m;3;54
732;20201,06;26/11/2024;09/12/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Ana Sousa;35;CoC Class 2;MT Poseidon 100;graneleiro;0;m;9;117
733;32190,39;06/05/2025;12/05/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Teresa Teixeira;40;Pilotage;MT Tejo 274;petroleiro;0;m;9;90
734;26604,45;08/09/2024;24/09/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Bárbara Alves;50;CoC Class 2;SS Mondego 694;cargueiro;0;m;3;36
735;9628,68;27/11/2024;08/12/2024;Le Havre;França;FigueiraDaFoz;Portugal;Daniela Silva;61;Pilotage;MV Nereida 422;container;7686;m;5412;75768
736;41640,19;02/06/2024;08/06/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Manuel Gonçalves;28;STCW A-II/2;MT Argonauta 35;petroleiro;0;h;6;108
737;48046,64;24/07/2025;26/07/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Miguel Teixeira;41;Pilotage;MV Lusitania 89;cargueiro;0;h;3;39
738;38108,2;01/09/2024;17/09/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Nuno Pinto;26;STCW A-II/2;SS Tejo 302;container;17813;h;15692;235380
739;38881,36;20/05/2024;30/05/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Manuel Jesus;32;CoC Class 2;MT Caravela 800;petroleiro;0;h;3;51
740;8972,29;09/05/2025;10/05/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Maria Alves;41;CoC Class 2;MV Tejo 979;petroleiro;0;m;7;140
741;42905,14;22/08/2025;09/09/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Manuel Ferreira;46;CoC Class 2;NS Caravela 661;cargueiro;0;h;5;65
742;1442,88;13/02/2024;22/02/2024;Génova;Itália;FigueiraDaFoz;Portugal;Pedro Carvalho;61;CoC Class 2;MV Íris 733;cargueiro;0;h;6;108
743;40595,88;04/09/2025;14/09/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Miguel Ferreira;45;STCW A-II/1;MT Íris 20;ro-ro;5947;h;4606;73696
744;13437,23;17/11/2024;25/11/2024;Génova;Itália;FigueiraDaFoz;Portugal;João Santos;51;Pilotage;MT Sagres 717;graneleiro;0;h;3;42
745;1021,7;03/06/2024;06/06/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Bárbara Silva;37;Yachtmaster;NS Neptuno 414;graneleiro;0;m;4;60
746;3200,65;21/09/2024;23/09/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;João Alves;25;Pilotage;MV Guadiana 342;graneleiro;0;h;6;66
747;5445,36;27/08/2025;03/09/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Maria Ferreira;27;CoC Class 1;MT Atlântida 862;ro-ro;1079;m;688;13072
748;22773,9;28/08/2025;31/08/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Marta Costa;59;Yachtmaster;NS Argonauta 307;container;4196;m;2212;30968
749;28639,63;17/01/2024;04/02/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Diogo Nunes;53;STCW A-II/1;SS Sagres 37;graneleiro;0;h;9;126
750;42516,31;31/03/2024;18/04/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Artur Martins;28;CoC Class 2;MV Minho 512;graneleiro;0;h;5;70
751;11821,79;27/02/2024;11/03/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Ana Santos;44;CoC Class 1;MT Poseidon 416;container;13102;m;6815;115855
752;8260,72;14/04/2024;19/04/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Gonçalo Lopes;25;Pilotage;SS Açor 948;ro-ro;5620;h;4824;62712
753;29424,35;02/08/2025;07/08/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Pedro Nunes;35;Pilotage;NS Poseidon 249;container;3371;h;2401;40817
754;8046,9;08/04/2024;20/04/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;André Santos;50;CoC Class 1;NS Caravela 856;container;11142;h;10518;168288
755;20646,15;17/07/2024;01/08/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Tiago Pereira;31;CoC Class 2;SS Atlântida 824;ro-ro;4747;h;3490;45370
756;44555,48;06/04/2025;10/04/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Raquel Alves;47;CoC Class 1;SS Mondego 857;container;9565;m;2940;32340
757;15489,04;19/09/2025;02/10/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Artur Costa;53;CoC Class 1;MV Tejo 145;container;7196;h;2328;23280
758;32166,08;21/04/2024;28/04/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Diogo Carvalho;52;STCW A-II/2;SS Poseidon 137;graneleiro;0;h;4;72
759;25839,1;19/04/2025;23/04/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Carolina Silva;39;CoC Class 2;MV Nereida 184;container;12758;m;9232;101552
760;34987,28;01/01/2025;09/01/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Teresa Nunes;60;Pilotage;SS Sagres 656;cargueiro;0;m;8;96
761;26267,31;19/06/2025;29/06/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Teresa Martins;28;STCW A-II/2;MV Caravela 735;ro-ro;4006;m;1624;25984
762;2840,98;08/03/2025;28/03/2025;Génova;Itália;FigueiraDaFoz;Portugal;Hugo Gonçalves;47;CoC Class 2;SS Argonauta 121;container;11616;h;5553;111060
763;36433,29;10/09/2024;19/09/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Vítor Gonçalves;30;Yachtmaster;SS Íris 789;ro-ro;1480;h;924;15708
